id,KD,Kill,Death,Assistant,WinRate,PickRate,AvgScore,FirstBloodRate,RankEncoded,HeadshotRate,Rank
160225,0.791,5.338,2.105,2.754,74.952,3.214,100.498,0.013,4,53.409,bronze_1
160253,0.551,8.861,14.231,3.347,37.211,0.844,100.829,0.023,5,63.014,bronze_2
160254,0.55,19.221,21.638,6.925,35.018,0.682,153.444,0.024,9,65.154,silver_3
160282,0.799,5.111,29.597,2.662,25.933,2.413,135.197,0.065,7,62.625,silver_1
160329,0.436,10.038,9.403,2.329,42.847,1.766,107.25,0.05,5,63.014,bronze_2
160343,0.277,12.662,14.165,0.635,20.16,1.603,93.846,0.042,5,63.014,bronze_2
160427,0.251,13.078,43.067,2.099,51.128,8.785,155.037,0.227,8,57.784,silver_2
160442,0.414,23.612,11.385,5.838,47.807,4.654,181.613,0.104,10,61.994,gold_1
160448,0.482,20.562,13.009,11.223,53.12,6.242,201.824,0.089,10,61.994,gold_1
160490,0.895,24.404,5.625,5.537,27.097,4.283,69.37,0.065,3,34.267,iron_3
160527,0.446,25.354,7.212,3.727,40.355,9.33,210.475,0.032,11,66.234,gold_2
160590,0.255,44.788,3.059,2.823,21.684,2.229,116.185,0.098,5,63.014,bronze_2
160612,0.312,17.656,8.05,5.041,62.97,3.396,112.814,0.087,6,41.191,bronze_3
160619,0.459,14.165,16.047,2.801,83.913,7.504,69.461,0.069,4,53.409,bronze_1
160624,0.353,24.401,13.646,2.027,86.58,3.136,62.645,0.11,2,43.59,iron_2
160631,0.545,32.462,18.064,1.658,68.968,3.281,51.076,0.102,2,43.59,iron_2
160690,0.214,12.822,28.772,1.842,35.865,10.02,132.929,0.114,7,62.625,silver_1
160733,0.379,14.775,14.984,6.599,49.23,7.848,110.203,0.254,6,41.191,bronze_3
160767,0.437,7.288,17.958,3.968,24.788,4.055,190.36,0.099,11,66.234,gold_2
160816,0.614,6.566,19.809,9.77,30.624,10.387,75.606,0.101,3,34.267,iron_3
160824,0.832,3.482,18.777,4.378,18.97,8.218,63.873,0.201,3,34.267,iron_3
160860,0.47,31.042,19.799,7.296,27.491,11.881,143.802,0.081,7,62.625,silver_1
160884,0.864,13.934,12.304,5.078,25.73,1.071,395.709,0.093,19,71.37,ascendant_1
160899,0.374,17.896,8.623,4.006,24.498,1.461,275.967,0.101,15,75.409,platinum_3
160920,0.661,10.493,9.897,11.172,24.781,5.305,212.443,0.119,11,66.234,gold_2
160964,0.482,11.13,14.204,1.646,90.222,3.344,247.028,0.093,12,61.989,gold_3
160966,0.58,7.291,14.319,2.573,47.911,3.634,203.387,0.085,10,61.994,gold_1
160978,0.618,3.273,7.268,0.873,53.665,3.632,286.543,0.053,14,70.726,platinum_2
161033,0.554,10.006,18.763,12.182,14.8,0.819,330.284,0.249,16,72.558,diamond_1
161057,0.738,11.737,7.394,4.033,65.727,1.844,78.621,0.136,4,53.409,bronze_1
161205,0.625,17.728,27.665,2.734,28.569,0.687,480.265,0.077,20,77.453,ascendant_2
161221,0.557,6.081,20.714,5.095,24.17,0.448,491.984,0.088,20,77.453,ascendant_2
161245,0.506,13.104,8.019,3.636,35.886,5.426,286.694,0.222,15,75.409,platinum_3
161301,0.572,3.974,27.194,10.622,63.99,7.813,181.025,0.055,10,61.994,gold_1
161303,0.476,3.233,18.024,7.707,50.636,7.458,177.051,0.138,10,61.994,gold_1
161305,0.673,4.677,17.6,7.677,27.723,7.076,100.556,0.172,5,63.014,bronze_2
161358,0.828,21.632,6.294,3.193,42.264,9.409,233.278,0.14,13,67.578,platinum_1
161361,0.752,27.586,8.047,5.305,41.722,8.813,160.128,0.216,9,65.154,silver_3
161392,0.316,28.531,2.705,12.763,47.217,8.309,336.046,0.109,17,74.823,diamond_2
161405,0.602,34.258,12.867,6.075,24.062,4.241,109.504,0.068,5,63.014,bronze_2
161407,0.448,45.672,12.95,18.001,28.288,7.551,60.822,0.1,3,34.267,iron_3
161427,0.111,28.355,6.528,7.74,27.868,6.459,43.754,0.059,1,27.161,iron_1
161442,0.407,11.715,12.282,4.352,78.875,11.457,305.249,0.109,14,70.726,platinum_2
161530,0.716,29.785,6.103,4.073,63.895,9.066,188.397,0.161,10,61.994,gold_1
161544,0.369,40.829,6.331,3.339,23.72,9.102,193.583,0.125,11,66.234,gold_2
161545,0.454,33.888,7.217,4.274,21.348,7.373,209.07,0.131,11,66.234,gold_2
161550,0.435,32.296,8.776,4.15,36.233,14.687,190.219,0.065,11,66.234,gold_2
161553,0.381,23.546,5.653,3.928,20.937,11.812,157.249,0.073,9,65.154,silver_3
161564,0.879,17.517,23.022,1.656,25.049,5.54,130.782,0.128,7,62.625,silver_1
161602,0.92,27.119,10.94,7.246,12.65,0.726,108.417,0.047,5,63.014,bronze_2
161623,0.269,22.144,33.22,6.921,14.968,0.482,124.187,0.047,7,62.625,silver_1
161638,0.894,10.446,16.31,3.804,30.351,2.349,233.001,0.092,13,67.578,platinum_1
161724,0.678,19.119,12.338,2.95,73.379,2.567,150.459,0.099,8,57.784,silver_2
161741,0.548,12.711,5.138,0.656,74.282,3.855,114.899,0.096,6,41.191,bronze_3
161746,0.565,28.015,3.324,1.072,64.628,1.795,304.222,0.05,14,70.726,platinum_2
161754,0.882,20.526,12.639,9.279,39.216,2.828,196.558,0.119,11,66.234,gold_2
161755,0.635,22.579,8.974,6.588,46.275,2.545,233.904,0.145,13,67.578,platinum_1
161784,0.557,13.69,8.76,7.149,21.493,1.748,522.763,0.06,21,76.287,ascendant_3
161936,0.269,15.889,20.96,10.952,34.433,2.172,387.956,0.035,19,71.37,ascendant_1
161980,0.488,12.856,28.703,2.369,69.099,0.648,99.767,0.021,4,53.409,bronze_1
162008,0.655,15.838,11.96,3.384,15.715,8.966,204.058,0.059,11,66.234,gold_2
162078,0.563,13.099,7.196,5.12,47.438,3.992,95.711,0.09,4,53.409,bronze_1
162143,0.64,8.26,11.761,1.569,39.372,24.415,84.806,0.046,3,34.267,iron_3
162241,0.882,19.496,17.159,2.87,37.983,1.338,597.225,0.128,22,85.93,immortal_1
162295,0.246,12.812,7.166,14.502,32.492,4.878,61.077,0.071,3,34.267,iron_3
162307,0.179,11.864,5.529,5.922,34.377,3.484,116.573,0.025,5,63.014,bronze_2
162310,0.186,6.225,4.522,6.859,33.287,2.358,72.276,0.046,3,34.267,iron_3
162445,0.858,18.345,7.306,5.367,68.222,3.333,310.929,0.123,17,74.823,diamond_2
162618,0.271,5.422,16.443,2.868,52.536,2.588,18.86,0.05,2,43.59,iron_2
162641,0.401,9.815,23.491,3.873,43.756,3.819,312.413,0.066,16,72.558,diamond_1
162647,0.542,7.738,43.798,2.796,42.434,1.881,282.316,0.154,15,75.409,platinum_3
162661,0.698,14.243,29.439,0.978,33.077,2.937,405.881,0.055,19,71.37,ascendant_1
162674,0.848,11.457,13.558,4.9,26.046,2.226,257.242,0.091,13,67.578,platinum_1
162794,0.675,12.017,8.617,2.377,41.342,7.078,218.018,0.215,11,66.234,gold_2
162815,0.712,32.548,8.312,2.286,23.553,3.784,147.106,0.105,7,62.625,silver_1
162833,0.554,22.474,3.583,2.216,13.085,1.821,64.937,0.024,3,34.267,iron_3
162841,0.571,8.43,8.631,9.49,55.259,1.851,237.543,0.079,12,61.989,gold_3
162887,0.893,14.145,34.887,2.633,56.078,0.426,234.737,0.108,12,61.989,gold_3
162947,0.651,12.973,22.751,3.401,21.899,1.282,417.458,0.011,19,71.37,ascendant_1
162973,0.586,7.056,11.917,0.941,45.262,13.596,150.881,0.169,8,57.784,silver_2
162991,0.61,14.78,15.557,0.526,53.405,17.483,215.875,0.077,12,61.989,gold_3
163011,0.591,17.479,27.072,1.782,69.652,4.058,410.202,0.05,19,71.37,ascendant_1
163013,0.707,37.085,34.003,1.315,63.606,6.76,496.227,0.051,21,76.287,ascendant_3
163036,0.504,9.224,8.375,6.468,30.68,21.728,139.442,0.048,7,62.625,silver_1
163065,0.085,5.658,7.665,26.222,59.828,11.045,60.43,0.047,2,43.59,iron_2
163069,0.082,3.878,4.159,35.425,78.266,9.471,58.01,0.041,2,43.59,iron_2
163072,0.142,4.383,7.075,35.689,75.97,16.49,63.781,0.051,2,43.59,iron_2
163081,0.635,10.164,5.661,5.45,14.636,2.534,208.296,0.101,11,66.234,gold_2
163082,0.432,28.294,8.131,4.814,24.009,3.516,121.036,0.168,7,62.625,silver_1
163083,0.389,31.406,8.538,3.947,26.89,2.532,150.085,0.15,7,62.625,silver_1
163087,0.444,19.328,14.829,4.667,39.632,3.244,147.411,0.184,7,62.625,silver_1
163091,0.255,11.373,3.808,10.008,12.331,5.528,139.939,0.104,7,62.625,silver_1
163094,0.284,12.243,6.439,12.525,20.488,8.721,227.851,0.13,13,67.578,platinum_1
163115,0.659,10.249,14.691,8.98,76.585,5.114,226.972,0.137,12,61.989,gold_3
163207,0.764,8.843,10.428,6.404,65.398,1.722,52.476,0.058,2,43.59,iron_2
163215,0.794,6.661,13.816,3.152,58.846,0.473,25.032,0.056,2,43.59,iron_2
163222,0.589,6.115,6.025,5.162,69.911,0.256,51.443,0.055,2,43.59,iron_2
163234,0.667,10.489,11.962,5.765,49.899,4.013,109.624,0.142,6,41.191,bronze_3
163263,0.696,10.024,29.466,2.326,41.302,1.335,249.555,0.226,13,67.578,platinum_1
163266,0.931,21.824,14.559,1.462,47.784,2.329,237.356,0.32,13,67.578,platinum_1
163268,0.552,30.003,23.695,1.903,84.002,2.969,266.714,0.342,14,70.726,platinum_2
163289,0.721,6.523,13.954,15.04,35.908,1.796,112.104,0.032,5,63.014,bronze_2
163305,0.862,14.064,9.062,12.29,46.248,1.192,118.78,0.083,6,41.191,bronze_3
163393,0.762,17.206,20.501,3.331,29.624,2.969,211.103,0.139,11,66.234,gold_2
163465,0.182,4.303,4.325,2.666,15.805,7.029,545.155,0.045,21,76.287,ascendant_3
163483,0.69,7.399,17.451,19.471,14.306,0.93,155.05,0.223,9,65.154,silver_3
163591,0.699,21.597,5.463,7.657,2.149,14.854,160.08,0.094,9,65.154,silver_3
163700,0.367,5.705,20.808,0.526,31.394,2.864,152.784,0.053,9,65.154,silver_3
163721,0.755,19.604,17.662,4.042,78.73,17.169,256.006,0.078,14,70.726,platinum_2
163739,0.551,12.345,7.913,2.663,14.397,4.634,116.444,0.071,5,63.014,bronze_2
163793,0.13,12.65,10.593,4.747,11.972,1.703,70.966,0.104,3,34.267,iron_3
163817,0.736,7.096,19.327,5.382,27.355,1.055,100.245,0.037,5,63.014,bronze_2
163851,0.597,16.479,6.715,4.418,56.12,15.597,331.793,0.118,17,74.823,diamond_2
163886,0.522,10.139,35.73,3.097,26.504,9.964,88.864,0.117,5,63.014,bronze_2
163896,0.204,4.521,38.936,1.996,15.197,14.173,136.367,0.154,7,62.625,silver_1
163992,0.147,3.412,3.721,1.298,11.238,1.446,73.268,0.059,3,34.267,iron_3
164014,0.3,16.095,15.948,1.448,39.745,7.149,121.028,0.038,7,62.625,silver_1
164034,0.52,18.796,20.301,5.712,49.505,2.061,169.904,0.114,8,57.784,silver_2
164179,0.457,7.132,31.089,6.006,15.492,0.834,258.249,0.105,15,75.409,platinum_3
164198,0.62,18.723,14.545,4.034,46.215,1.02,222.439,0.091,12,61.989,gold_3
164212,0.576,9.101,9.83,2.508,62.29,2.266,248.772,0.083,12,61.989,gold_3
164255,0.227,5.744,4.692,1.097,19.836,0.456,246.975,0.087,13,67.578,platinum_1
164357,0.451,15.671,23.672,5.205,23.233,1.923,206.225,0.053,11,66.234,gold_2
164407,0.39,7.532,13.907,2.928,82.543,0.838,328.671,0.042,17,74.823,diamond_2
164415,0.221,12.286,32.754,6.752,22.316,1.394,265.003,0.162,15,75.409,platinum_3
164451,0.579,3.541,13.525,4.18,27.239,11.071,137.453,0.078,7,62.625,silver_1
164459,0.753,4.435,17.521,4.45,33.549,6.106,47.31,0.115,1,27.161,iron_1
164582,0.36,3.667,28.8,3.091,19.559,3.34,351.269,0.107,18,77.2,diamond_3
164624,0.597,12.905,40.545,4.667,29.589,6.728,359.182,0.09,18,77.2,diamond_3
164774,0.444,19.762,18.259,1.127,39.842,6.013,168.482,0.062,9,65.154,silver_3
164825,0.511,4.627,12.719,3.565,14.811,1.601,108.25,0.144,5,63.014,bronze_2
164875,0.7,14.455,16.149,2.95,60.296,5.565,251.048,0.083,14,70.726,platinum_2
164888,0.369,22.8,7.403,3.097,74.33,3.304,513.743,0.113,21,76.287,ascendant_3
164923,0.751,9.721,17.159,3.906,40.403,2.692,294.454,0.025,16,72.558,diamond_1
164962,0.414,5.366,10.084,3.513,45.701,5.724,383.449,0.055,18,77.2,diamond_3
164964,0.433,6.066,17.546,1.892,44.03,4.787,430.824,0.038,19,71.37,ascendant_1
164987,0.163,5.65,5.069,1.86,6.809,3.699,509.597,0.022,21,76.287,ascendant_3
164990,0.201,8.264,5.419,3.716,14.287,3.356,349.548,0.024,18,77.2,diamond_3
165037,0.668,8.76,12.802,5.624,40.276,1.842,436.435,0.151,20,77.453,ascendant_2
165080,0.472,8.504,17.979,4.339,33.925,2.088,224.859,0.167,13,67.578,platinum_1
165094,0.319,11.851,23.698,11.243,74.179,2.082,282.976,0.075,14,70.726,platinum_2
165101,0.265,7.242,25.847,11.396,54.069,1.848,285.77,0.076,14,70.726,platinum_2
165117,0.57,9.926,16.581,3.626,67.215,3.66,164.575,0.16,8,57.784,silver_2
165202,0.551,7.432,16.753,2.824,46.291,5.702,69.795,0.078,3,34.267,iron_3
165209,0.617,4.816,28.118,2.898,48.555,5.091,65.444,0.068,2,43.59,iron_2
165238,0.587,4.415,8.522,2.915,25.084,5.247,403.412,0.094,19,71.37,ascendant_1
165254,0.135,14.03,18.444,5.091,52.001,15.679,452.11,0.041,20,77.453,ascendant_2
165312,0.621,20.629,3.946,11.997,27.377,3.318,48.939,0.083,1,27.161,iron_1
165326,0.443,22.69,9.186,8.602,9.848,8.291,105.046,0.096,5,63.014,bronze_2
165418,0.459,5.541,11.072,3.782,99.123,1.507,107.442,0.17,6,41.191,bronze_3
165423,0.5,3.716,7.384,2.806,61.413,1.332,239.534,0.195,12,61.989,gold_3
165504,0.493,28.415,6.172,5.894,22.344,11.56,197.53,0.031,11,66.234,gold_2
165512,0.577,34.487,11.508,9.793,17.903,33.782,239.543,0.024,13,67.578,platinum_1
165516,0.7,12.109,17.199,6.535,74.61,5.789,251.226,0.11,14,70.726,platinum_2
165559,0.544,18.584,23.23,5.745,44.745,0.859,202.646,0.108,11,66.234,gold_2
165567,0.399,17.071,8.39,10.598,25.999,0.474,74.846,0.083,3,34.267,iron_3
165571,0.255,12.877,24.627,7.281,29.127,0.75,67.692,0.032,3,34.267,iron_3
165716,0.589,23.038,8.394,5.738,38.667,8.947,173.219,0.104,9,65.154,silver_3
165732,0.465,14.004,8.571,1.558,56.553,4.06,82.082,0.093,4,53.409,bronze_1
165833,0.444,10.243,3.945,6.546,5.361,1.014,81.167,0.031,3,34.267,iron_3
165853,0.891,20.367,37.343,5.559,59.048,1.882,151.066,0.049,8,57.784,silver_2
165904,0.619,2.117,7.904,3.978,54.044,1.163,298.29,0.242,16,72.558,diamond_1
165916,0.581,9.153,12.868,4.509,37.834,1.678,166.323,0.083,9,65.154,silver_3
165924,0.523,12.852,17.662,1.415,60.224,2.406,125.953,0.14,6,41.191,bronze_3
165934,0.782,6.302,14.77,1.694,46.031,1.797,242.834,0.126,13,67.578,platinum_1
165990,0.605,10.882,2.42,6.374,42.772,1.417,673.575,0.076,23,90.551,immortal_2
166028,0.308,6.427,6.993,1.927,62.487,5.824,568.599,0.051,22,85.93,immortal_1
166035,0.742,11.088,17.332,6.086,44.898,2.824,97.263,0.088,5,63.014,bronze_2
166039,0.782,8.136,27.304,3.223,91.444,3.871,155.174,0.086,8,57.784,silver_2
166060,0.552,5.339,13.863,3.519,25.976,2.971,154.887,0.352,9,65.154,silver_3
166072,0.516,7.937,14.593,5.869,19.239,1.755,215.153,0.395,11,66.234,gold_2
166105,0.191,16.762,15.726,3.545,44.931,5.102,258.74,0.075,13,67.578,platinum_1
166124,0.568,16.411,12.729,5.485,41.315,0.887,152.071,0.099,9,65.154,silver_3
166190,0.694,1.506,39.767,24.353,49.803,5.243,500.367,0.054,21,76.287,ascendant_3
166216,0.702,8.409,16.909,5.559,38.588,2.359,104.95,0.07,5,63.014,bronze_2
166221,0.864,8.062,14.674,7.064,34.712,2.106,83.391,0.058,3,34.267,iron_3
166269,0.33,10.519,4.699,5.209,35.644,4.869,149.264,0.027,7,62.625,silver_1
166309,0.242,1.924,2.753,2.476,12.815,3.083,168.032,0.035,9,65.154,silver_3
166328,0.591,13.649,6.593,6.001,44.014,2.686,312.958,0.128,16,72.558,diamond_1
166358,0.472,9.829,21.992,3.5,47.282,5.635,190.998,0.106,10,61.994,gold_1
166368,0.92,2.17,16.904,1.674,33.07,4.205,263.765,0.144,15,75.409,platinum_3
166379,0.331,4.697,29.508,1.002,47.938,2.745,268.008,0.116,14,70.726,platinum_2
166391,0.676,2.173,29.247,1.0,41.77,2.269,568.714,0.133,22,85.93,immortal_1
166411,0.692,20.361,1.401,6.744,58.908,9.829,99.778,0.054,4,53.409,bronze_1
166487,0.443,19.493,20.439,5.903,37.076,1.37,123.68,0.1,7,62.625,silver_1
166500,0.493,12.432,10.511,3.383,48.471,3.434,102.34,0.078,5,63.014,bronze_2
166515,0.603,20.977,13.829,5.93,34.992,3.716,270.799,0.114,15,75.409,platinum_3
166544,0.342,9.16,3.433,9.541,43.567,1.222,62.081,0.085,3,34.267,iron_3
166559,0.938,11.138,8.282,5.348,17.328,2.962,135.241,0.192,7,62.625,silver_1
166604,0.616,11.248,19.543,2.454,51.968,3.271,94.563,0.138,4,53.409,bronze_1
166614,0.481,9.709,7.148,2.273,43.361,1.399,105.845,0.339,5,63.014,bronze_2
166618,0.23,7.545,11.252,2.155,35.908,1.591,121.06,0.17,7,62.625,silver_1
166684,0.742,16.794,20.165,4.114,87.34,1.525,207.008,0.074,12,61.989,gold_3
166701,0.269,10.132,16.904,4.336,42.405,0.682,709.882,0.146,23,90.551,immortal_2
166770,0.176,5.978,6.532,4.274,93.822,0.648,202.308,0.106,10,61.994,gold_1
166791,0.332,3.196,6.184,2.928,45.915,0.705,125.369,0.156,6,41.191,bronze_3
166804,0.688,12.133,17.73,2.93,43.398,10.504,205.429,0.098,11,66.234,gold_2
166806,0.562,7.545,9.155,2.189,51.258,17.602,156.886,0.126,8,57.784,silver_2
166816,0.321,6.297,6.094,1.81,19.191,13.406,128.88,0.1,7,62.625,silver_1
166900,0.486,10.297,17.814,1.771,97.866,11.898,71.478,0.385,4,53.409,bronze_1
166907,0.417,6.678,22.635,1.252,42.139,11.522,60.709,0.44,3,34.267,iron_3
167013,0.232,40.083,14.502,1.562,59.554,8.194,285.578,0.087,14,70.726,platinum_2
167053,0.559,31.977,10.281,3.559,17.139,2.792,402.7,0.054,19,71.37,ascendant_1
167104,0.682,12.442,30.129,28.234,15.048,2.385,176.939,0.098,9,65.154,silver_3
167128,0.443,22.573,10.577,7.777,40.797,10.664,123.432,0.121,7,62.625,silver_1
167149,0.699,11.002,6.824,11.27,26.993,23.895,257.103,0.06,13,67.578,platinum_1
167157,0.593,12.741,18.245,8.037,28.177,5.093,442.131,0.087,20,77.453,ascendant_2
167210,0.293,28.032,8.799,12.069,56.702,0.391,88.364,0.057,4,53.409,bronze_1
167250,0.773,24.85,13.352,2.11,41.626,0.357,108.853,0.062,5,63.014,bronze_2
167262,0.768,13.558,13.016,1.486,61.338,0.692,107.655,0.081,6,41.191,bronze_3
167277,0.748,6.547,17.244,6.121,23.52,2.268,279.844,0.157,15,75.409,platinum_3
167328,0.274,16.916,4.291,4.381,27.236,2.678,580.969,0.083,22,85.93,immortal_1
167355,0.803,28.015,11.627,5.494,45.597,11.18,167.544,0.044,9,65.154,silver_3
167385,0.431,26.029,9.085,2.145,29.08,2.013,57.455,0.053,3,34.267,iron_3
167441,0.304,9.686,10.97,2.321,33.404,2.62,344.051,0.1,18,77.2,diamond_3
167456,0.174,5.955,18.859,3.639,94.15,2.202,196.688,0.299,10,61.994,gold_1
167525,0.556,8.459,5.566,5.615,64.232,1.172,933.479,0.043,25,92.319,radiant
167572,0.51,24.363,17.937,3.12,48.714,0.499,145.486,0.091,8,57.784,silver_2
167623,0.608,4.154,16.66,10.6,13.228,3.543,190.218,0.091,11,66.234,gold_2
167626,0.747,7.043,23.147,7.847,15.498,3.622,210.055,0.139,11,66.234,gold_2
167677,0.56,6.793,27.765,4.025,72.34,7.631,100.44,0.15,4,53.409,bronze_1
167678,0.568,11.696,24.918,3.787,46.2,7.145,116.094,0.113,6,41.191,bronze_3
167693,0.597,48.993,16.361,18.862,19.708,7.413,52.814,0.105,1,27.161,iron_1
167702,0.761,34.572,5.508,9.299,50.626,4.669,33.192,0.122,2,43.59,iron_2
167750,0.563,35.682,4.394,1.237,70.36,3.884,83.827,0.059,4,53.409,bronze_1
167806,0.497,10.106,29.307,3.529,39.256,2.538,415.505,0.076,19,71.37,ascendant_1
167855,0.64,12.193,16.628,2.393,46.558,2.428,67.262,0.124,3,34.267,iron_3
167943,0.713,4.864,19.277,2.121,61.077,1.377,65.37,0.067,2,43.59,iron_2
168043,0.769,21.433,13.414,4.923,66.16,3.726,210.904,0.084,12,61.989,gold_3
168058,0.319,31.564,20.384,1.447,61.205,4.957,77.874,0.023,4,53.409,bronze_1
168076,0.484,12.432,11.934,4.095,45.676,3.649,237.046,0.093,13,67.578,platinum_1
168122,0.462,13.306,14.558,9.73,67.357,2.565,151.568,0.08,8,57.784,silver_2
168142,0.419,18.396,26.789,9.153,59.927,1.458,77.887,0.042,4,53.409,bronze_1
168162,0.566,19.405,11.387,5.369,35.395,2.175,137.292,0.173,7,62.625,silver_1
168178,0.359,23.128,44.743,3.761,43.195,1.218,21.773,0.07,1,27.161,iron_1
168189,0.201,12.447,21.462,1.567,59.04,0.807,24.29,0.099,2,43.59,iron_2
168239,0.604,17.624,12.934,2.002,36.795,1.723,175.537,0.059,9,65.154,silver_3
168316,0.65,12.335,20.132,9.359,51.912,6.157,222.566,0.05,12,61.989,gold_3
168416,0.632,4.479,8.276,4.596,29.184,3.187,98.413,0.069,5,63.014,bronze_2
168494,0.333,14.551,19.294,6.514,81.882,11.335,99.644,0.041,4,53.409,bronze_1
168507,0.198,10.291,11.461,8.333,25.979,44.634,79.92,0.027,3,34.267,iron_3
168508,0.339,5.966,10.251,5.15,24.229,26.479,77.146,0.038,3,34.267,iron_3
168535,0.743,10.21,8.919,1.409,40.595,5.19,166.532,0.14,9,65.154,silver_3
168563,0.524,26.129,7.901,8.492,53.711,0.822,64.181,0.15,2,43.59,iron_2
168597,0.647,12.208,21.525,6.443,28.391,4.183,269.955,0.181,15,75.409,platinum_3
168601,0.503,11.953,13.161,11.263,14.384,2.49,343.36,0.178,18,77.2,diamond_3
168602,0.811,9.826,24.484,9.068,13.205,2.577,553.88,0.146,21,76.287,ascendant_3
168634,0.602,11.943,14.985,5.466,41.257,7.108,163.438,0.099,9,65.154,silver_3
168649,0.574,5.252,6.019,2.017,39.96,6.3,205.89,0.054,11,66.234,gold_2
168668,0.266,2.315,4.126,5.455,35.644,2.621,226.573,0.091,13,67.578,platinum_1
168670,0.263,2.295,3.247,3.318,32.842,2.148,126.881,0.076,7,62.625,silver_1
168714,0.832,12.432,10.902,3.499,31.4,2.902,209.887,0.061,11,66.234,gold_2
168725,0.204,14.243,14.561,3.222,48.336,6.295,501.486,0.053,21,76.287,ascendant_3
168733,0.253,6.492,15.749,2.111,84.257,3.825,419.283,0.05,19,71.37,ascendant_1
168755,0.824,13.424,11.404,5.111,82.717,12.225,234.574,0.119,12,61.989,gold_3
168826,0.271,10.06,23.698,3.916,32.458,2.696,105.682,0.101,5,63.014,bronze_2
168849,0.924,11.878,25.099,1.132,80.31,3.02,247.232,0.067,12,61.989,gold_3
168855,0.337,16.996,26.968,0.876,82.044,3.812,282.255,0.035,14,70.726,platinum_2
168860,0.705,7.068,20.655,1.557,52.898,3.499,278.061,0.093,14,70.726,platinum_2
168864,0.535,6.893,14.907,2.742,58.933,3.79,306.817,0.068,16,72.558,diamond_1
168869,0.845,7.858,8.85,1.661,41.72,4.346,191.22,0.092,10,61.994,gold_1
168925,0.872,18.871,17.72,4.909,35.043,9.22,165.482,0.081,9,65.154,silver_3
168931,0.569,15.317,5.483,7.29,19.88,3.624,156.025,0.075,9,65.154,silver_3
168937,0.298,19.286,3.548,14.516,32.327,3.917,334.229,0.045,16,72.558,diamond_1
168948,0.744,33.864,6.272,4.905,63.383,9.939,101.431,0.021,4,53.409,bronze_1
168949,0.93,23.705,7.15,5.396,57.679,7.554,82.159,0.024,4,53.409,bronze_1
168977,0.726,20.877,3.812,3.081,20.197,2.746,257.545,0.052,15,75.409,platinum_3
169004,0.966,15.493,5.079,5.256,77.093,6.143,203.348,0.077,10,61.994,gold_1
169024,0.496,35.858,2.479,3.528,17.861,10.788,144.371,0.041,7,62.625,silver_1
169037,0.898,10.534,11.353,6.377,43.158,2.362,137.808,0.146,7,62.625,silver_1
169046,0.587,22.944,19.286,7.996,42.102,1.235,79.449,0.152,3,34.267,iron_3
169052,0.322,12.616,33.342,18.272,44.043,0.89,112.648,0.177,5,63.014,bronze_2
169073,0.436,9.926,36.882,3.034,35.03,1.568,24.693,0.075,1,27.161,iron_1
169152,0.334,12.218,5.917,5.889,8.665,1.113,404.236,0.191,19,71.37,ascendant_1
169192,0.732,28.881,2.773,2.592,13.542,0.649,39.659,0.045,1,27.161,iron_1
169237,0.725,10.5,14.858,6.628,56.411,5.707,132.037,0.182,6,41.191,bronze_3
169322,0.776,15.786,5.662,7.093,29.324,9.519,65.353,0.099,3,34.267,iron_3
169347,0.129,24.087,2.792,7.568,14.799,10.725,46.208,0.051,1,27.161,iron_1
169425,0.406,12.023,32.12,1.528,11.716,1.215,288.133,0.322,15,75.409,platinum_3
169429,0.521,19.029,35.542,2.445,25.804,1.152,409.219,0.274,19,71.37,ascendant_1
169460,0.514,28.824,9.558,8.271,22.611,3.785,56.057,0.219,1,27.161,iron_1
169468,0.627,32.122,7.511,5.344,46.28,1.562,108.409,0.406,5,63.014,bronze_2
169501,0.524,23.153,18.767,1.126,33.321,5.721,298.019,0.058,16,72.558,diamond_1
169518,0.641,10.78,6.88,6.731,54.234,4.293,337.236,0.129,17,74.823,diamond_2
169585,0.16,12.502,9.115,3.853,33.774,9.442,177.662,0.096,9,65.154,silver_3
169598,0.637,17.365,17.22,5.892,73.782,9.922,139.017,0.061,8,57.784,silver_2
169603,0.689,18.046,16.774,2.711,57.229,7.909,91.941,0.065,4,53.409,bronze_1
169604,0.475,20.787,19.151,2.778,32.141,3.279,151.429,0.073,9,65.154,silver_3
169628,0.262,8.391,6.177,4.867,83.777,6.885,105.946,0.048,6,41.191,bronze_3
169695,0.338,4.444,26.892,3.935,65.682,2.218,67.202,0.141,4,53.409,bronze_1
169701,0.253,3.765,16.055,4.863,56.492,3.323,128.78,0.103,6,41.191,bronze_3
169705,0.361,3.226,14.837,4.632,78.972,6.769,157.897,0.116,8,57.784,silver_2
169725,0.642,8.491,14.703,4.091,63.881,1.975,66.158,0.092,2,43.59,iron_2
169747,0.277,15.985,6.716,2.692,14.351,2.147,118.307,0.132,5,63.014,bronze_2
169764,0.476,26.215,11.283,3.707,39.679,1.701,133.058,0.131,7,62.625,silver_1
169797,0.606,17.806,9.972,1.888,46.026,3.207,275.247,0.122,14,70.726,platinum_2
169903,0.308,15.56,4.706,3.043,15.449,1.709,94.887,0.052,5,63.014,bronze_2
169915,0.666,17.209,10.092,16.061,21.861,4.185,230.786,0.099,13,67.578,platinum_1
169917,0.61,17.638,10.319,9.977,22.396,2.155,310.246,0.08,16,72.558,diamond_1
